"t","S","E","I","R","psi","Total"
"64.909472327037","2298","2010","3294","10882","1516","20000"
"64.9115006421606","2298","2010","3293","10883","1516","20000"
"64.9119225058481","2298","2009","3294","10883","1516","20000"
"64.9119243205235","2298","2009","3293","10884","1516","20000"
"64.9127154596545","2298","2008","3294","10884","1516","20000"
"64.912763872435","2297","2009","3294","10884","1516","20000"
"64.9145042639173","2297","2009","3293","10884","1517","20000"
"64.9148423639895","2297","2008","3294","10884","1517","20000"
"64.9150430106124","2297","2007","3295","10884","1517","20000"
"64.9164290175861","2297","2007","3294","10885","1517","20000"
"64.9174071997804","2297","2007","3293","10886","1517","20000"
"64.917558787073","2296","2008","3293","10886","1517","20000"
"64.9185218655067","2296","2007","3294","10886","1517","20000"
"64.9187228273606","2296","2006","3295","10886","1517","20000"
"64.9189776723711","2296","2006","3294","10887","1517","20000"
"64.9207604378867","2296","2006","3293","10888","1517","20000"
"64.9211900547893","2296","2006","3292","10889","1517","20000"
"64.9220870606523","2295","2007","3292","10889","1517","20000"
"64.9226005354076","2295","2006","3293","10889","1517","20000"
"64.9231852058987","2295","2006","3292","10890","1517","20000"
"64.9238978854107","2295","2006","3291","10891","1517","20000"
"64.9254826585903","2295","2006","3290","10891","1518","20000"
"64.9264033648246","2295","2005","3291","10891","1518","20000"
"64.9281067325285","2295","2005","3290","10891","1519","20000"
"64.9281660678021","2294","2006","3290","10891","1519","20000"
"64.9285691166094","2294","2006","3289","10892","1519","20000"
"64.9290450110123","2294","2006","3288","10893","1519","20000"
"64.9314919685675","2293","2007","3288","10893","1519","20000"
"64.9318811556628","2293","2006","3289","10893","1519","20000"
"64.9323462296594","2293","2006","3288","10894","1519","20000"
"64.9325391342254","2293","2005","3289","10894","1519","20000"
"64.9327950034026","2293","2004","3290","10894","1519","20000"
"64.933336716782","2293","2004","3289","10895","1519","20000"
"64.9333742293215","2293","2004","3288","10896","1519","20000"
"64.9340277929626","2293","2004","3287","10897","1519","20000"
"64.9340712883084","2293","2004","3286","10898","1519","20000"
"64.9353573324373","2293","2004","3285","10899","1519","20000"
"64.9367391030195","2293","2004","3284","10900","1519","20000"
"64.9368361555148","2292","2005","3284","10900","1519","20000"
"64.937721463533","2292","2005","3283","10900","1520","20000"
"64.9391689941225","2292","2004","3284","10900","1520","20000"
"64.9405461017868","2292","2004","3283","10900","1521","20000"
"64.9421661938921","2291","2005","3283","10900","1521","20000"
"64.9427116599847","2291","2004","3284","10900","1521","20000"
"64.9429896357985","2291","2004","3283","10901","1521","20000"
"64.9439554820933","2291","2003","3284","10901","1521","20000"
"64.9456963263999","2291","2002","3285","10901","1521","20000"
"64.946236515893","2291","2002","3284","10902","1521","20000"
"64.9475522539071","2291","2001","3285","10902","1521","20000"
"64.9479226496567","2291","2000","3286","10902","1521","20000"
"64.9492202733857","2291","2000","3285","10903","1521","20000"
"64.9494339575507","2290","2001","3285","10903","1521","20000"
"64.9504016119449","2290","2000","3286","10903","1521","20000"
"64.9524434015125","2290","2000","3285","10904","1521","20000"
"64.9526674449246","2290","2000","3284","10905","1521","20000"
"64.9538593285655","2290","1999","3285","10905","1521","20000"
"64.9539674080381","2290","1998","3286","10905","1521","20000"
"64.9541303834197","2290","1997","3287","10905","1521","20000"
"64.9545688511013","2290","1997","3286","10906","1521","20000"
"64.9551553668145","2289","1998","3286","10906","1521","20000"
"64.9552666532022","2288","1999","3286","10906","1521","20000"
"64.9561809427729","2288","1999","3285","10907","1521","20000"
"64.956991631008","2288","1999","3284","10908","1521","20000"
"64.9581519851521","2288","1998","3285","10908","1521","20000"
"64.9581752002811","2288","1997","3286","10908","1521","20000"
"64.9583531190106","2288","1996","3287","10908","1521","20000"
"64.9595888159242","2287","1997","3287","10908","1521","20000"
"64.9596158365573","2287","1997","3286","10909","1521","20000"
"64.9604444830998","2287","1996","3287","10909","1521","20000"
"64.9615418823592","2287","1995","3288","10909","1521","20000"
"64.9632882476652","2287","1994","3289","10909","1521","20000"
"64.9633581562519","2287","1993","3290","10909","1521","20000"
"64.9640738330242","2287","1993","3289","10909","1522","20000"
"64.9646254906423","2287","1992","3290","10909","1522","20000"
"64.965502919268","2287","1991","3291","10909","1522","20000"
"64.9657235476287","2287","1990","3292","10909","1522","20000"
"64.9674510433852","2287","1990","3291","10910","1522","20000"
"64.9683159353835","2287","1989","3292","10910","1522","20000"
"64.9688038612573","2287","1989","3291","10911","1522","20000"
"64.9691956503197","2287","1988","3292","10911","1522","20000"
"64.9710774463882","2287","1987","3293","10911","1522","20000"
"64.9711659318942","2287","1987","3292","10912","1522","20000"
"64.971339641933","2287","1986","3293","10912","1522","20000"
"64.9731774077311","2287","1985","3294","10912","1522","20000"
"64.9737048050941","2287","1985","3293","10913","1522","20000"
"64.9738219165863","2286","1986","3293","10913","1522","20000"
"64.9746817618509","2286","1985","3294","10913","1522","20000"
"64.9760073628754","2286","1984","3295","10913","1522","20000"
"64.9763877037277","2285","1985","3295","10913","1522","20000"
"64.9776964266997","2285","1984","3296","10913","1522","20000"
"64.9777151294457","2285","1983","3297","10913","1522","20000"
"64.9777930053352","2284","1984","3297","10913","1522","20000"
"64.9783251890987","2284","1984","3296","10914","1522","20000"
"64.9795042717531","2284","1984","3295","10915","1522","20000"
"64.9796734216228","2284","1983","3296","10915","1522","20000"
"64.9803376048968","2284","1982","3297","10915","1522","20000"
"64.9807031973558","2284","1982","3296","10916","1522","20000"
"64.9807547577003","2284","1981","3297","10916","1522","20000"
"64.9825084062286","2284","1981","3296","10917","1522","20000"
"64.9829376930841","2284","1981","3295","10918","1522","20000"
"64.9830745204594","2284","1980","3296","10918","1522","20000"
"64.9833614682037","2284","1980","3295","10919","1522","20000"
"64.9835591197449","2284","1979","3296","10919","1522","20000"
"64.9849534963158","2284","1979","3295","10920","1522","20000"
"64.9857308576036","2283","1980","3295","10920","1522","20000"
"64.9868275791421","2283","1979","3296","10920","1522","20000"
"64.9881787952641","2283","1978","3297","10920","1522","20000"
"64.991451155565","2283","1978","3296","10921","1522","20000"
"64.9922257492972","2283","1977","3297","10921","1522","20000"
"64.9927423239431","2282","1978","3297","10921","1522","20000"
"64.9927520429878","2282","1977","3298","10921","1522","20000"
"64.9932363451644","2281","1978","3298","10921","1522","20000"
"64.9953778479022","2281","1977","3299","10921","1522","20000"
"64.9971742584269","2281","1976","3300","10921","1522","20000"
"64.9977048140289","2281","1976","3299","10922","1522","20000"
"64.9996396779153","2281","1976","3298","10923","1522","20000"
"65.0005245881444","2280","1977","3298","10923","1522","20000"
"65.001703705196","2280","1976","3299","10923","1522","20000"
"65.0036998490489","2279","1977","3299","10923","1522","20000"
"65.0038656934442","2279","1977","3298","10924","1522","20000"
"65.004024409969","2279","1976","3299","10924","1522","20000"
"65.005013438358","2279","1976","3298","10924","1523","20000"
"65.006061222351","2278","1977","3298","10924","1523","20000"
"65.0065297848539","2278","1977","3297","10925","1523","20000"
"65.0067314328017","2278","1977","3296","10926","1523","20000"
"65.007229744067","2278","1977","3295","10927","1523","20000"
"65.007406753742","2278","1976","3296","10927","1523","20000"
"65.0077393133226","2278","1976","3295","10928","1523","20000"
"65.0088468704217","2278","1976","3294","10928","1524","20000"
"65.008848325035","2278","1975","3295","10928","1524","20000"
"65.0111822465121","2278","1974","3296","10928","1524","20000"
"65.0115515540712","2277","1975","3296","10928","1524","20000"
"65.0136072015546","2277","1974","3297","10928","1524","20000"
"65.0140354294584","2277","1973","3298","10928","1524","20000"
"65.014061936469","2276","1974","3298","10928","1524","20000"
"65.0145214709009","2276","1973","3299","10928","1524","20000"
"65.0145388808167","2276","1973","3298","10929","1524","20000"
"65.0157690721591","2276","1973","3297","10930","1524","20000"
"65.0164177767168","2276","1973","3296","10931","1524","20000"
"65.0178274279273","2276","1972","3297","10931","1524","20000"
"65.0180245548221","2276","1972","3296","10932","1524","20000"
"65.0183173208577","2276","1971","3297","10932","1524","20000"
"65.0186914315307","2275","1972","3297","10932","1524","20000"
"65.0188298834464","2275","1971","3298","10932","1524","20000"
"65.0200155178651","2275","1971","3297","10933","1524","20000"
"65.0213085047041","2274","1972","3297","10933","1524","20000"
"65.023165271415","2274","1971","3298","10933","1524","20000"
"65.0232145183654","2274","1971","3297","10934","1524","20000"
"65.0234254883849","2274","1970","3298","10934","1524","20000"
"65.0234832325463","2274","1969","3299","10934","1524","20000"
"65.0235235355866","2274","1969","3298","10935","1524","20000"
"65.0252146885972","2274","1969","3297","10936","1524","20000"
"65.0253152682191","2274","1969","3296","10937","1524","20000"
"65.0274801144819","2274","1969","3295","10938","1524","20000"
"65.0281148004295","2274","1969","3294","10939","1524","20000"
"65.0281383708031","2273","1970","3294","10939","1524","20000"
"65.0297758465176","2273","1969","3295","10939","1524","20000"
"65.0303090907646","2272","1970","3295","10939","1524","20000"
"65.031560129536","2272","1970","3294","10940","1524","20000"
"65.0316627044954","2272","1970","3293","10941","1524","20000"
"65.033474362263","2272","1970","3292","10942","1524","20000"
"65.03410857428","2272","1970","3291","10942","1525","20000"
"65.0341422794351","2272","1969","3292","10942","1525","20000"
"65.0355905251825","2272","1969","3291","10943","1525","20000"
"65.0361098043178","2271","1970","3291","10943","1525","20000"
"65.0371636354025","2270","1971","3291","10943","1525","20000"
"65.0393579900601","2270","1971","3290","10944","1525","20000"
"65.0397881833568","2270","1970","3291","10944","1525","20000"
"65.0399523745535","2270","1970","3290","10945","1525","20000"
"65.0401062249286","2269","1971","3290","10945","1525","20000"
"65.0406311897478","2269","1970","3291","10945","1525","20000"
"65.0407386243194","2268","1971","3291","10945","1525","20000"
"65.0421826102456","2268","1971","3290","10946","1525","20000"
"65.0428288321083","2268","1970","3291","10946","1525","20000"
"65.0435612303428","2268","1969","3292","10946","1525","20000"
"65.0435697367221","2268","1969","3291","10947","1525","20000"
"65.0444386463421","2268","1969","3290","10948","1525","20000"
"65.0445614379205","2268","1968","3291","10948","1525","20000"
"65.0481967014045","2268","1968","3290","10949","1525","20000"
"65.0492848741363","2268","1968","3289","10950","1525","20000"
"65.0494121994796","2268","1968","3288","10951","1525","20000"
"65.050653157938","2268","1967","3289","10951","1525","20000"
"65.0528956613905","2268","1967","3288","10952","1525","20000"
"65.0539948289002","2268","1966","3289","10952","1525","20000"
"65.0567487413073","2268","1965","3290","10952","1525","20000"
"65.0577309857536","2268","1965","3289","10953","1525","20000"
"65.0587656178113","2268","1965","3288","10954","1525","20000"
"65.0598585179945","2268","1965","3287","10955","1525","20000"
"65.0598817689202","2268","1964","3288","10955","1525","20000"
"65.0606971622801","2268","1964","3287","10956","1525","20000"
"65.0629445185652","2268","1963","3288","10956","1525","20000"
"65.0662023179089","2268","1962","3289","10956","1525","20000"
"65.0668384215597","2268","1962","3288","10957","1525","20000"
"65.0671146840133","2268","1962","3287","10958","1525","20000"
"65.0671402748968","2268","1961","3288","10958","1525","20000"
"65.0702688709457","2268","1961","3287","10959","1525","20000"
"65.0704758715683","2268","1961","3286","10960","1525","20000"
"65.0715696205589","2268","1960","3287","10960","1525","20000"
"65.0717094536347","2268","1959","3288","10960","1525","20000"
"65.0723338386438","2268","1959","3287","10961","1525","20000"
"65.0739823275338","2268","1959","3286","10962","1525","20000"
"65.0750683518706","2268","1958","3287","10962","1525","20000"
"65.0783567985488","2268","1958","3286","10963","1525","20000"
"65.0787457147618","2268","1957","3287","10963","1525","20000"
"65.078842423848","2268","1956","3288","10963","1525","20000"
"65.079794612205","2268","1956","3287","10964","1525","20000"
"65.0809716275821","2268","1956","3286","10964","1526","20000"
"65.0821961568043","2268","1956","3285","10965","1526","20000"
"65.0832355661703","2268","1955","3286","10965","1526","20000"
"65.0839561876569","2268","1955","3285","10966","1526","20000"
"65.0860433955671","2268","1955","3284","10967","1526","20000"
"65.0863050352973","2268","1954","3285","10967","1526","20000"
"65.0874590548756","2267","1955","3285","10967","1526","20000"
"65.0886850891121","2267","1955","3284","10968","1526","20000"
"65.0887887736765","2266","1956","3284","10968","1526","20000"
"65.0894642750879","2266","1956","3283","10969","1526","20000"
"65.089507726206","2266","1955","3284","10969","1526","20000"
"65.0899708027326","2265","1956","3284","10969","1526","20000"
"65.089977713769","2264","1957","3284","10969","1526","20000"
"65.0910347136762","2264","1957","3283","10970","1526","20000"
"65.0921596806373","2264","1957","3282","10971","1526","20000"
"65.0924549839815","2264","1956","3283","10971","1526","20000"
"65.0937612953838","2264","1955","3284","10971","1526","20000"
"65.094385942138","2264","1954","3285","10971","1526","20000"
"65.0957875487414","2264","1954","3284","10972","1526","20000"
"65.0964569557955","2264","1953","3285","10972","1526","20000"
"65.0968204519481","2264","1953","3284","10973","1526","20000"
"65.0970713395449","2264","1953","3283","10974","1526","20000"
"65.100832998671","2264","1952","3284","10974","1526","20000"
"65.1018819758414","2264","1952","3283","10974","1527","20000"
"65.1019151663123","2264","1952","3282","10975","1527","20000"
"65.1030402019925","2264","1951","3283","10975","1527","20000"
"65.1037211342641","2264","1951","3282","10976","1527","20000"
"65.1048219694267","2264","1950","3283","10976","1527","20000"
"65.1065882021913","2264","1950","3282","10977","1527","20000"
"65.1067179043685","2264","1950","3281","10978","1527","20000"
"65.1074465847213","2264","1950","3280","10979","1527","20000"
"65.1099105160842","2264","1949","3281","10979","1527","20000"
"65.1104626393762","2264","1949","3280","10980","1527","20000"
"65.1123680577675","2264","1949","3279","10981","1527","20000"
"65.1138860219324","2264","1948","3280","10981","1527","20000"
"65.1145552013157","2263","1949","3280","10981","1527","20000"
"65.1172338248","2262","1950","3280","10981","1527","20000"
"65.1175835919294","2262","1950","3279","10982","1527","20000"
"65.1198481820397","2262","1950","3278","10983","1527","20000"
"65.1205474318589","2262","1949","3279","10983","1527","20000"
"65.1221513450015","2262","1949","3278","10984","1527","20000"
"65.123699550441","2262","1949","3277","10985","1527","20000"
"65.1243864220368","2261","1950","3277","10985","1527","20000"
"65.124938406084","2261","1950","3276","10986","1527","20000"
"65.1257977604143","2260","1951","3276","10986","1527","20000"
"65.1290175717232","2259","1952","3276","10986","1527","20000"
"65.1290320024508","2259","1952","3275","10987","1527","20000"
"65.1308379626195","2259","1951","3276","10987","1527","20000"
"65.1324839116677","2258","1952","3276","10987","1527","20000"
"65.1331436629054","2258","1951","3277","10987","1527","20000"
"65.1344081891652","2258","1951","3276","10988","1527","20000"
"65.1352071075424","2258","1950","3277","10988","1527","20000"
"65.1373167406145","2258","1950","3276","10989","1527","20000"
"65.1375229919723","2258","1950","3275","10990","1527","20000"
"65.1376600103204","2258","1950","3274","10991","1527","20000"
"65.1381388948614","2258","1949","3275","10991","1527","20000"
"65.1387032089248","2257","1950","3275","10991","1527","20000"
"65.1390531862416","2256","1951","3275","10991","1527","20000"
"65.1392268877795","2256","1950","3276","10991","1527","20000"
"65.13943172702","2256","1949","3277","10991","1527","20000"
"65.1399859193484","2256","1948","3278","10991","1527","20000"
"65.140411065647","2256","1948","3277","10992","1527","20000"
"65.1414968168178","2256","1948","3276","10993","1527","20000"
"65.1425115031298","2256","1948","3275","10994","1527","20000"
"65.1426104422003","2256","1948","3274","10995","1527","20000"
"65.1428692561129","2255","1949","3274","10995","1527","20000"
"65.1434179960678","2255","1948","3275","10995","1527","20000"
"65.1434411110055","2255","1948","3274","10995","1528","20000"
"65.1439180506111","2255","1947","3275","10995","1528","20000"
"65.1441046456274","2255","1946","3276","10995","1528","20000"
"65.1448067000793","2255","1946","3275","10995","1529","20000"
"65.1459168959614","2255","1946","3274","10996","1529","20000"
"65.1474956526078","2254","1947","3274","10996","1529","20000"
"65.1484792966591","2253","1948","3274","10996","1529","20000"
"65.1502493596759","2253","1948","3273","10997","1529","20000"
"65.1507337234378","2252","1949","3273","10997","1529","20000"
"65.1523803904685","2252","1948","3274","10997","1529","20000"
"65.1529669920941","2252","1947","3275","10997","1529","20000"
"65.153615992673","2252","1946","3276","10997","1529","20000"
"65.1549817142272","2252","1946","3275","10998","1529","20000"
"65.1551494535634","2252","1946","3274","10999","1529","20000"
"65.1551517641244","2252","1946","3273","10999","1530","20000"
"65.1554678782363","2252","1946","3272","10999","1531","20000"
"65.157065964524","2251","1947","3272","10999","1531","20000"
"65.1570802367164","2250","1948","3272","10999","1531","20000"
"65.1571097331441","2250","1947","3273","10999","1531","20000"
"65.15881276889","2250","1947","3272","10999","1532","20000"
"65.1600275394776","2249","1948","3272","10999","1532","20000"
"65.1610778043916","2249","1948","3271","11000","1532","20000"
"65.1612707831843","2249","1948","3270","11001","1532","20000"
"65.1620065993206","2249","1948","3269","11002","1532","20000"
"65.162028440106","2249","1947","3270","11002","1532","20000"
"65.1628349805747","2249","1947","3269","11002","1533","20000"
"65.1636955636943","2249","1947","3268","11003","1533","20000"
"65.1645802253487","2249","1947","3267","11004","1533","20000"
"65.1654003064554","2249","1946","3268","11004","1533","20000"
"65.1656707560414","2249","1946","3267","11005","1533","20000"
"65.1661588883251","2249","1945","3268","11005","1533","20000"
"65.1697343224071","2248","1946","3268","11005","1533","20000"
"65.1712543327014","2248","1945","3269","11005","1533","20000"
"65.172816429048","2248","1945","3268","11006","1533","20000"
"65.1737165974008","2248","1945","3267","11007","1533","20000"
"65.1742367722289","2248","1945","3266","11008","1533","20000"
"65.1748974080998","2248","1945","3265","11009","1533","20000"
"65.1761886631438","2248","1945","3264","11010","1533","20000"
"65.1765521989033","2248","1945","3263","11011","1533","20000"
"65.1798903701225","2248","1945","3262","11012","1533","20000"
"65.1808751772941","2248","1945","3261","11013","1533","20000"
"65.1817697939765","2248","1944","3262","11013","1533","20000"
"65.1818206710913","2248","1944","3261","11014","1533","20000"
"65.1824119978528","2247","1945","3261","11014","1533","20000"
"65.1827745747205","2247","1944","3262","11014","1533","20000"
"65.1827886378746","2247","1943","3263","11014","1533","20000"
"65.1841474150567","2247","1943","3262","11015","1533","20000"
"65.1845940238408","2247","1943","3261","11015","1534","20000"
"65.1873247036222","2246","1944","3261","11015","1534","20000"
"65.187889676554","2246","1944","3260","11016","1534","20000"
"65.188400767725","2246","1943","3261","11016","1534","20000"
"65.1897211567403","2246","1942","3262","11016","1534","20000"
"65.1908064794944","2246","1941","3263","11016","1534","20000"
"65.1982486371009","2246","1940","3264","11016","1534","20000"
"65.199629033499","2246","1939","3265","11016","1534","20000"
"65.2002856019131","2246","1939","3264","11017","1534","20000"
"65.2004293485195","2246","1938","3265","11017","1534","20000"
"65.2013799101854","2245","1939","3265","11017","1534","20000"
"65.2021257641383","2244","1940","3265","11017","1534","20000"
"65.2047244270513","2244","1940","3264","11018","1534","20000"
"65.2056307928165","2244","1940","3263","11019","1534","20000"
"65.2075848497866","2244","1939","3264","11019","1534","20000"
"65.2085871609512","2244","1938","3265","11019","1534","20000"
"65.2086651746172","2244","1938","3264","11020","1534","20000"
"65.2087095315993","2244","1938","3263","11021","1534","20000"
"65.2087557231351","2244","1938","3262","11022","1534","20000"
"65.2107330126648","2244","1938","3261","11023","1534","20000"
"65.2127405570813","2244","1938","3260","11024","1534","20000"
"65.2130819122898","2244","1938","3259","11025","1534","20000"
"65.2136368531542","2243","1939","3259","11025","1534","20000"
"65.21772532441","2243","1939","3258","11026","1534","20000"
"65.217854930818","2243","1939","3257","11027","1534","20000"
"65.2204399005825","2243","1938","3258","11027","1534","20000"
"65.2215522811683","2243","1937","3259","11027","1534","20000"
"65.2216579010892","2243","1937","3258","11028","1534","20000"
"65.2224367475164","2242","1938","3258","11028","1534","20000"
"65.2224856656532","2242","1937","3259","11028","1534","20000"
"65.2229367857586","2242","1936","3260","11028","1534","20000"
"65.2238035646983","2242","1936","3259","11029","1534","20000"
"65.2241692969674","2241","1937","3259","11029","1534","20000"
"65.224928961488","2241","1937","3258","11030","1534","20000"
"65.225750092548","2241","1937","3257","11031","1534","20000"
"65.2259837064368","2241","1937","3256","11032","1534","20000"
"65.2266001819797","2240","1938","3256","11032","1534","20000"
"65.2267073801445","2239","1939","3256","11032","1534","20000"
"65.2273335652902","2239","1939","3255","11033","1534","20000"
"65.2274682191668","2239","1939","3254","11033","1535","20000"
"65.22879487411","2239","1939","3253","11034","1535","20000"
"65.2300896601941","2239","1939","3252","11035","1535","20000"
"65.2301199540594","2238","1940","3252","11035","1535","20000"
"65.2311883712319","2238","1940","3251","11035","1536","20000"
"65.2313955920048","2238","1939","3252","11035","1536","20000"
"65.2321604395","2238","1938","3253","11035","1536","20000"
"65.2330485945954","2238","1938","3252","11036","1536","20000"
"65.2344810639897","2238","1937","3253","11036","1536","20000"
"65.2347607373153","2238","1936","3254","11036","1536","20000"
"65.2360162495057","2238","1935","3255","11036","1536","20000"
"65.2365203405008","2238","1935","3254","11037","1536","20000"
"65.237074863531","2238","1934","3255","11037","1536","20000"
"65.2373437111035","2238","1934","3254","11038","1536","20000"
"65.2377558232546","2238","1933","3255","11038","1536","20000"
"65.2378118436804","2238","1932","3256","11038","1536","20000"
"65.2384787825457","2237","1933","3256","11038","1536","20000"
"65.2417920658606","2237","1932","3257","11038","1536","20000"
"65.2418163881938","2237","1932","3256","11039","1536","20000"
"65.2446234142191","2237","1931","3257","11039","1536","20000"
"65.2461076538894","2237","1931","3256","11039","1537","20000"
"65.2495259643799","2237","1931","3255","11040","1537","20000"
"65.2499890069334","2237","1930","3256","11040","1537","20000"
"65.2501489502583","2237","1930","3255","11041","1537","20000"
"65.2508272531308","2237","1929","3256","11041","1537","20000"
"65.2511346743647","2237","1928","3257","11041","1537","20000"
"65.2516000446718","2236","1929","3257","11041","1537","20000"
"65.2531133537732","2236","1928","3258","11041","1537","20000"
"65.2533295663627","2236","1928","3257","11042","1537","20000"
"65.2535197659211","2236","1928","3256","11043","1537","20000"
"65.2539019977133","2235","1929","3256","11043","1537","20000"
"65.254093170646","2235","1929","3255","11044","1537","20000"
"65.2543819786412","2235","1928","3256","11044","1537","20000"
"65.2546137350431","2234","1929","3256","11044","1537","20000"
"65.2549256394038","2234","1928","3257","11044","1537","20000"
"65.255771368308","2233","1929","3257","11044","1537","20000"
"65.2562947862667","2233","1929","3256","11045","1537","20000"
"65.2580604269548","2233","1928","3257","11045","1537","20000"
"65.2622560482685","2232","1929","3257","11045","1537","20000"
"65.2625880717148","2232","1929","3256","11046","1537","20000"
"65.2627565892781","2232","1929","3255","11047","1537","20000"
"65.2641012751048","2232","1928","3256","11047","1537","20000"
"65.2655482373652","2232","1928","3255","11048","1537","20000"
"65.2659952688968","2231","1929","3255","11048","1537","20000"
"65.2662563055481","2230","1930","3255","11048","1537","20000"
"65.2664878877773","2230","1930","3254","11049","1537","20000"
"65.2670269453931","2230","1930","3253","11050","1537","20000"
"65.2692298823378","2230","1930","3252","11051","1537","20000"
"65.2695722162805","2230","1929","3253","11051","1537","20000"
"65.2697914787542","2230","1928","3254","11051","1537","20000"
"65.2709982597045","2230","1927","3255","11051","1537","20000"
"65.2726225880501","2230","1926","3256","11051","1537","20000"
"65.2728306146252","2230","1925","3257","11051","1537","20000"
"65.2749460676059","2229","1926","3257","11051","1537","20000"
"65.2751836231076","2229","1925","3258","11051","1537","20000"
"65.2760624806039","2229","1925","3257","11052","1537","20000"
"65.276238323665","2229","1925","3256","11053","1537","20000"
"65.2767861037074","2229","1924","3257","11053","1537","20000"
"65.2779036857269","2229","1923","3258","11053","1537","20000"
"65.2786139369691","2229","1923","3257","11054","1537","20000"
"65.2798878703688","2228","1924","3257","11054","1537","20000"
"65.2804855540255","2228","1923","3258","11054","1537","20000"
"65.2805367015514","2228","1923","3257","11054","1538","20000"
"65.2805489963214","2228","1923","3256","11054","1539","20000"
"65.2809054337825","2228","1923","3255","11055","1539","20000"
"65.281125850028","2228","1923","3254","11056","1539","20000"
"65.2815611065002","2228","1922","3255","11056","1539","20000"
"65.2821417449192","2228","1922","3254","11057","1539","20000"
"65.2833292740923","2227","1923","3254","11057","1539","20000"
"65.2836450778172","2227","1922","3255","11057","1539","20000"
"65.284605656503","2227","1921","3256","11057","1539","20000"
"65.2876707728357","2226","1922","3256","11057","1539","20000"
"65.2893365667066","2226","1922","3255","11058","1539","20000"
"65.28933739293","2226","1921","3256","11058","1539","20000"
"65.2901232580823","2225","1922","3256","11058","1539","20000"
"65.2928032967702","2225","1922","3255","11059","1539","20000"
"65.2928364106055","2225","1921","3256","11059","1539","20000"
"65.2937465796616","2225","1920","3257","11059","1539","20000"
"65.2939452115924","2224","1921","3257","11059","1539","20000"
"65.2941223167762","2224","1921","3256","11060","1539","20000"
"65.295056325841","2223","1922","3256","11060","1539","20000"
"65.2953775066085","2223","1921","3257","11060","1539","20000"
"65.2977205223616","2222","1922","3257","11060","1539","20000"
"65.2982136120625","2222","1921","3258","11060","1539","20000"
"65.2984231546445","2221","1922","3258","11060","1539","20000"
"65.2997288662976","2221","1922","3257","11061","1539","20000"
"65.2997461484932","2220","1923","3257","11061","1539","20000"
"65.3006614940125","2220","1923","3256","11062","1539","20000"
"65.3011319481722","2220","1923","3255","11063","1539","20000"
"65.3028811936383","2220","1923","3254","11064","1539","20000"
"65.303168733164","2220","1923","3253","11064","1540","20000"
"65.3065672204657","2220","1923","3252","11065","1540","20000"
"65.306648555942","2220","1923","3251","11066","1540","20000"
"65.3074363235865","2219","1924","3251","11066","1540","20000"
"65.3092258048182","2219","1924","3250","11067","1540","20000"
"65.3094254699313","2219","1924","3249","11068","1540","20000"
"65.3110074762996","2218","1925","3249","11068","1540","20000"
"65.311373226433","2217","1926","3249","11068","1540","20000"
"65.3126794103809","2217","1925","3250","11068","1540","20000"
"65.3128582521269","2217","1925","3249","11069","1540","20000"
"65.3137939125557","2217","1925","3248","11069","1541","20000"
"65.3165973348987","2217","1924","3249","11069","1541","20000"
"65.3171173466308","2216","1925","3249","11069","1541","20000"
"65.3174350823255","2216","1924","3250","11069","1541","20000"
"65.317977344785","2216","1923","3251","11069","1541","20000"
"65.3182255271969","2216","1923","3250","11070","1541","20000"
"65.3191857810253","2216","1923","3249","11070","1542","20000"
"65.3202845575685","2216","1923","3248","11071","1542","20000"
"65.3203817238468","2216","1923","3247","11072","1542","20000"
"65.3204267024697","2216","1922","3248","11072","1542","20000"
"65.3217986686709","2216","1922","3247","11073","1542","20000"
"65.3234779973102","2216","1922","3246","11074","1542","20000"
"65.3240542352643","2216","1922","3245","11075","1542","20000"
"65.3244421075461","2216","1922","3244","11076","1542","20000"
"65.3245849730656","2216","1922","3243","11076","1543","20000"
"65.3252109996852","2216","1922","3242","11077","1543","20000"
"65.3285650623871","2216","1922","3241","11078","1543","20000"
"65.3294099366356","2216","1922","3240","11079","1543","20000"
"65.3368388655442","2216","1922","3239","11080","1543","20000"
"65.3369179257825","2216","1921","3240","11080","1543","20000"
"65.3374523438501","2215","1922","3240","11080","1543","20000"
"65.3384368361624","2214","1923","3240","11080","1543","20000"
"65.3403672196689","2214","1923","3239","11081","1543","20000"
"65.3427525740965","2214","1923","3238","11081","1544","20000"
"65.3427639047271","2214","1923","3237","11082","1544","20000"
"65.3437090262904","2214","1923","3236","11083","1544","20000"
"65.344214000514","2214","1923","3235","11084","1544","20000"
"65.34445073309","2214","1923","3234","11085","1544","20000"
"65.3448652288176","2213","1924","3234","11085","1544","20000"
"65.3455852902187","2213","1923","3235","11085","1544","20000"
"65.3457113571841","2213","1922","3236","11085","1544","20000"
"65.3459247828026","2213","1922","3235","11086","1544","20000"
"65.3461900279956","2213","1921","3236","11086","1544","20000"
"65.349008220667","2213","1920","3237","11086","1544","20000"
"65.3490589255645","2213","1920","3236","11086","1545","20000"
"65.3491083201506","2212","1921","3236","11086","1545","20000"
"65.3494849556823","2212","1921","3235","11087","1545","20000"
"65.3502554518494","2212","1921","3234","11088","1545","20000"
"65.3517091026439","2212","1921","3233","11088","1546","20000"
"65.3524258996504","2212","1920","3234","11088","1546","20000"
"65.3579291445403","2212","1919","3235","11088","1546","20000"
"65.3579624320408","2212","1919","3234","11089","1546","20000"
